akthst,linientext,total_trips,avg_delay,median_delay,pct_high_delay,delay_group,delay_color,longitude,latitude
4418102,N84,109,1.5807339449541284,0.3,6.422018348623854,0-5 (Slight),#F1C40F,7.606432,51.938169
4419102,20,122,2.699098360655738,3.3099999999999996,9.836065573770492,0-5 (Slight),#F1C40F,7.574073,51.93737
4419102,E10,65,3.4804615384615385,2.77,16.923076923076923,0-5 (Slight),#F1C40F,7.574073,51.93737
4420101,15,651,2.141198156682028,0.95,18.586789554531492,0-5 (Slight),#F1C40F,7.602869,51.936209
4420101,16,665,1.3711127819548872,0.87,9.022556390977442,0-5 (Slight),#F1C40F,7.602869,51.936209
4420101,E15,3,-0.61,-0.55,0.0,< 0 (Early/On-time),#2ECC71,7.602869,51.936209
4420101,E84,1,1.95,1.95,0.0,0-5 (Slight),#F1C40F,7.602869,51.936209
4420101,N84,109,2.508623853211009,1.98,16.51376146788991,0-5 (Slight),#F1C40F,7.602869,51.936209
4421102,15,558,2.760573476702509,2.26,15.770609318996415,0-5 (Slight),#F1C40F,7.592937,51.930515
4421102,16,543,2.0030202578268876,0.42,9.760589318600369,0-5 (Slight),#F1C40F,7.592937,51.930515
4421102,E15,10,0.901,0.915,0.0,0-5 (Slight),#F1C40F,7.592937,51.930515
4421102,E84,6,0.8666666666666666,0.015,16.666666666666664,0-5 (Slight),#F1C40F,7.592937,51.930515
4421102,N84,173,1.2875144508670522,0.13,2.8901734104046244,0-5 (Slight),#F1C40F,7.592937,51.930515
4422101,10,379,2.412981530343008,2.52,14.775725593667547,0-5 (Slight),#F1C40F,7.597176,51.942434
4422101,E10,25,4.1852,2.07,32.0,0-5 (Slight),#F1C40F,7.597176,51.942434
4422101,E15,4,3.9549999999999996,2.675,25.0,0-5 (Slight),#F1C40F,7.597176,51.942434
4422101,E8,18,2.328333333333333,1.085,22.22222222222222,0-5 (Slight),#F1C40F,7.597176,51.942434
4422101,N83,162,1.3995679012345679,1.29,0.0,0-5 (Slight),#F1C40F,7.597176,51.942434
4423101,10,852,2.0318661971830987,1.3250000000000002,11.267605633802818,0-5 (Slight),#F1C40F,7.597792,51.937123
4423101,E10,33,1.435151515151515,0.23,6.0606060606060606,0-5 (Slight),#F1C40F,7.597792,51.937123
4423101,E8,2,3.3499999999999996,3.3499999999999996,0.0,0-5 (Slight),#F1C40F,7.597792,51.937123
4423101,N83,134,0.4664179104477612,-0.65,0.7462686567164178,0-5 (Slight),#F1C40F,7.597792,51.937123
4424102,10,408,2.084779411764706,0.87,12.254901960784313,0-5 (Slight),#F1C40F,7.601022,51.939636
4424102,E10,24,1.3591666666666666,0.10500000000000001,12.5,0-5 (Slight),#F1C40F,7.601022,51.939636
4424102,E8,4,2.0300000000000002,2.2,0.0,0-5 (Slight),#F1C40F,7.601022,51.939636
4424102,N83,291,0.2767353951890034,0.03,0.3436426116838488,0-5 (Slight),#F1C40F,7.601022,51.939636
4426102,10,336,2.486398809523809,3.21,10.416666666666668,0-5 (Slight),#F1C40F,7.600376,51.94116
4426102,E10,17,5.29235294117647,6.23,52.94117647058824,5-10 (Moderate),#E67E22,7.600376,51.94116
4426102,E8,9,0.49444444444444446,0.53,0.0,0-5 (Slight),#F1C40F,7.600376,51.94116
4426102,N83,133,1.4917293233082707,1.5,0.7518796992481203,0-5 (Slight),#F1C40F,7.600376,51.94116
4427102,10,340,2.5906764705882352,1.79,16.176470588235293,0-5 (Slight),#F1C40F,7.601458,51.945444
4427102,E10,19,2.975263157894737,4.37,15.789473684210526,0-5 (Slight),#F1C40F,7.601458,51.945444
4427102,E15,5,3.9800000000000004,2.03,20.0,0-5 (Slight),#F1C40F,7.601458,51.945444
4427102,E8,6,3.4299999999999997,2.665,33.33333333333333,0-5 (Slight),#F1C40F,7.601458,51.945444
4427102,N83,187,1.3420320855614973,1.05,0.0,0-5 (Slight),#F1C40F,7.601458,51.945444
4428102,10,983,1.726358087487284,1.08,9.766022380467955,0-5 (Slight),#F1C40F,7.604804,51.948734
4428102,E10,59,1.536271186440678,0.28,10.16949152542373,0-5 (Slight),#F1C40F,7.604804,51.948734
4428102,E15,11,5.628181818181818,5.17,54.54545454545454,5-10 (Moderate),#E67E22,7.604804,51.948734
4428102,E8,2,5.625,5.625,50.0,5-10 (Moderate),#E67E22,7.604804,51.948734
4428102,N83,154,0.6688311688311688,0.19,1.2987012987012987,0-5 (Slight),#F1C40F,7.604804,51.948734
4429102,10,497,2.7595975855130783,2.67,13.682092555331993,0-5 (Slight),#F1C40F,7.609307,51.950796
4429102,2,671,3.0294485842026826,2.9,12.667660208643817,0-5 (Slight),#F1C40F,7.609307,51.950796
4429102,E10,37,2.591891891891892,0.1,27.027027027027028,0-5 (Slight),#F1C40F,7.609307,51.950796
4429102,E15,6,4.94,4.11,33.33333333333333,0-5 (Slight),#F1C40F,7.609307,51.950796
4429102,E8,9,2.5533333333333332,1.48,11.11111111111111,0-5 (Slight),#F1C40F,7.609307,51.950796
4429102,N83,244,0.7659426229508196,0.2,1.2295081967213115,0-5 (Slight),#F1C40F,7.609307,51.950796
4430102,10,371,1.9114285714285715,1.93,7.547169811320755,0-5 (Slight),#F1C40F,7.611554,51.951909
4430102,2,342,2.6771637426900585,2.47,9.064327485380117,0-5 (Slight),#F1C40F,7.611554,51.951909
4430102,E10,8,7.27875,3.74,12.5,5-10 (Moderate),#E67E22,7.611554,51.951909
4430102,E15,2,3.165,3.165,0.0,0-5 (Slight),#F1C40F,7.611554,51.951909
4430102,E8,14,1.6085714285714285,0.14500000000000002,21.428571428571427,0-5 (Slight),#F1C40F,7.611554,51.951909
4430102,N83,191,1.20565445026178,1.05,0.5235602094240838,0-5 (Slight),#F1C40F,7.611554,51.951909
4431102,10,464,2.571616379310345,1.73,16.379310344827587,0-5 (Slight),#F1C40F,7.614494,51.953352
4431102,2,475,2.6202105263157893,2.0,14.947368421052632,0-5 (Slight),#F1C40F,7.614494,51.953352
4431102,E10,11,3.12,4.58,9.090909090909092,0-5 (Slight),#F1C40F,7.614494,51.953352
4431102,E15,5,2.022,2.07,0.0,0-5 (Slight),#F1C40F,7.614494,51.953352
4431102,E8,11,1.2354545454545454,-0.6,18.181818181818183,0-5 (Slight),#F1C40F,7.614494,51.953352
4431102,N83,131,1.5658015267175573,1.45,0.7633587786259541,0-5 (Slight),#F1C40F,7.614494,51.953352
4432101,4,1656,2.0765157004830916,1.39,10.024154589371982,0-5 (Slight),#F1C40F,7.612222,51.930943
4432101,N81,542,1.7432656826568267,1.3,4.243542435424354,0-5 (Slight),#F1C40F,7.612222,51.930943
4441101,10,757,1.1364861294583883,0.78,4.7556142668428,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,15,628,1.761624203821656,0.37,8.75796178343949,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,16,583,1.0497770154373927,-0.3,6.518010291595197,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,20,50,1.4369999999999998,1.46,6.0,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,E15,4,1.87,1.85,0.0,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,E84,1,1.83,1.83,0.0,0-5 (Slight),#F1C40F,7.578722,51.925248
4441101,N84,136,1.6699264705882353,1.775,8.088235294117647,0-5 (Slight),#F1C40F,7.578722,51.925248
4492102,15,391,2.5977237851662407,1.38,10.997442455242968,0-5 (Slight),#F1C40F,7.534711,51.924506
4492102,E15,10,5.3100000000000005,2.285,40.0,5-10 (Moderate),#E67E22,7.534711,51.924506
4492102,N84,80,2.873125,3.185,1.25,0-5 (Slight),#F1C40F,7.534711,51.924506
4493102,15,675,1.8468592592592594,0.65,11.25925925925926,0-5 (Slight),#F1C40F,7.552073,51.924955
4493102,E15,12,3.168333333333333,2.1100000000000003,16.666666666666664,0-5 (Slight),#F1C40F,7.552073,51.924955
4493102,E84,3,2.273333333333333,4.02,0.0,0-5 (Slight),#F1C40F,7.552073,51.924955
4493102,N84,140,2.123285714285714,2.7350000000000003,0.0,0-5 (Slight),#F1C40F,7.552073,51.924955
4494001,10,1551,1.0726305609284332,0.0,8.188265635074146,0-5 (Slight),#F1C40F,7.575603,51.918381
4494001,16,20,0.0,0.0,0.0,< 0 (Early/On-time),#2ECC71,7.575603,51.918381
4495102,10,70,1.9608571428571426,1.325,4.285714285714286,0-5 (Slight),#F1C40F,7.575667,51.919915
4495102,16,2,2.3449999999999998,2.3449999999999998,0.0,0-5 (Slight),#F1C40F,7.575667,51.919915
4496102,10,612,1.9741830065359478,1.63,11.601307189542483,0-5 (Slight),#F1C40F,7.573609,51.92141
4496102,16,22,0.465,0.425,0.0,0-5 (Slight),#F1C40F,7.573609,51.92141
4497102,15,945,2.280994708994709,1.07,16.613756613756614,0-5 (Slight),#F1C40F,7.562747,51.925198
4497102,E15,20,3.1454999999999997,2.15,15.0,0-5 (Slight),#F1C40F,7.562747,51.925198
4497102,E84,6,0.08666666666666667,0.11499999999999999,0.0,0-5 (Slight),#F1C40F,7.562747,51.925198
4497102,N84,299,1.3242140468227426,1.45,5.351170568561873,0-5 (Slight),#F1C40F,7.562747,51.925198
4498101,10,411,1.2206082725060827,0.42,6.326034063260341,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,15,678,2.1616519174041295,1.42,14.896755162241886,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,16,357,2.305798319327731,2.38,15.406162464985995,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,20,360,0.37283333333333335,-0.15,1.6666666666666667,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,E15,11,1.4227272727272726,1.03,9.090909090909092,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,E84,4,0.7575000000000001,0.71,0.0,0-5 (Slight),#F1C40F,7.573266,51.925046
4498101,N84,372,1.1619086021505376,0.84,6.989247311827956,0-5 (Slight),#F1C40F,7.573266,51.925046
4499102,4,699,2.0752217453505004,0.83,14.163090128755366,0-5 (Slight),#F1C40F,7.607972,51.933649
4499102,7,2,2.315,2.315,0.0,0-5 (Slight),#F1C40F,7.607972,51.933649
4499102,N81,246,1.263130081300813,0.7,8.536585365853659,0-5 (Slight),#F1C40F,7.607972,51.933649
4503101,14,1631,1.7064806866952789,0.97,10.606989576946658,0-5 (Slight),#F1C40F,7.594728,51.952096
4504101,14,436,2.159518348623853,1.9,7.339449541284404,0-5 (Slight),#F1C40F,,
4506101,14,364,1.9705494505494505,1.31,12.087912087912088,0-5 (Slight),#F1C40F,7.595969,51.957819
4507101,11,952,1.7900105042016805,0.3,11.554621848739496,0-5 (Slight),#F1C40F,7.603732,51.960158
4507101,12,20,2.5164999999999997,0.36,10.0,0-5 (Slight),#F1C40F,7.603732,51.960158
4507101,14,719,1.5761335187760779,1.53,10.15299026425591,0-5 (Slight),#F1C40F,7.603732,51.960158
4507101,E11,7,1.4285714285714286,0.62,14.285714285714285,0-5 (Slight),#F1C40F,7.603732,51.960158
4507101,E80,7,0.8585714285714285,0.72,0.0,0-5 (Slight),#F1C40F,7.603732,51.960158
4507101,N80,414,0.7697584541062802,0.3,3.140096618357488,0-5 (Slight),#F1C40F,7.603732,51.960158
4508101,11,1002,2.166936127744511,0.42,7.18562874251497,0-5 (Slight),#F1C40F,7.607857,51.961237
4508101,12,14,3.0500000000000003,3.65,14.285714285714285,0-5 (Slight),#F1C40F,7.607857,51.961237
4508101,14,369,2.2752574525745257,1.68,5.420054200542006,0-5 (Slight),#F1C40F,7.607857,51.961237
4508101,E11,2,6.785,6.785,100.0,5-10 (Moderate),#E67E22,7.607857,51.961237
4508101,E80,6,1.5633333333333335,1.785,0.0,0-5 (Slight),#F1C40F,7.607857,51.961237
4508101,N80,181,0.6887845303867404,0.05,3.314917127071823,0-5 (Slight),#F1C40F,7.607857,51.961237
4512301,11,858,5.825990675990676,3.04,40.20979020979021,5-10 (Moderate),#E67E22,7.56242,51.969587
4512301,12,16,1.83125,1.26,12.5,0-5 (Slight),#F1C40F,7.56242,51.969587
4512301,E80,2,0.94,0.94,0.0,0-5 (Slight),#F1C40F,7.56242,51.969587
4512301,Hä+G,8,-1.0662500000000001,-1.075,0.0,< 0 (Early/On-time),#2ECC71,7.56242,51.969587
4512301,N80,260,0.7566923076923078,0.15,3.8461538461538463,0-5 (Slight),#F1C40F,7.56242,51.969587
4513101,5,882,2.5844444444444443,2.22,8.956916099773244,0-5 (Slight),#F1C40F,7.56969,51.971358
4513101,E5,16,3.0300000000000002,3.94,0.0,0-5 (Slight),#F1C40F,7.56969,51.971358
4513101,E80,6,1.7983333333333331,1.125,16.666666666666664,0-5 (Slight),#F1C40F,7.56969,51.971358
4513101,N80,347,1.3690201729106628,0.93,5.187319884726225,0-5 (Slight),#F1C40F,7.56969,51.971358
4514102,11,596,2.3661577181208053,1.2,8.221476510067115,0-5 (Slight),#F1C40F,7.560842,51.970742
4514102,12,20,2.6454999999999997,1.85,10.0,0-5 (Slight),#F1C40F,7.560842,51.970742
4514102,E80,6,1.8133333333333335,2.545,0.0,0-5 (Slight),#F1C40F,7.560842,51.970742
4514102,N80,97,1.9116494845360825,1.02,16.49484536082474,0-5 (Slight),#F1C40F,7.560842,51.970742
4515101,5,1089,1.6566299357208447,0.85,12.48852157943067,0-5 (Slight),#F1C40F,7.573431,51.968871
4515101,E5,15,2.9353333333333333,2.25,13.333333333333334,0-5 (Slight),#F1C40F,7.573431,51.968871
4515101,E80,5,2.4379999999999997,2.53,0.0,0-5 (Slight),#F1C40F,7.573431,51.968871
4515101,Hä+G,23,1.5895652173913044,1.2,4.3478260869565215,0-5 (Slight),#F1C40F,7.573431,51.968871
4515101,N80,299,1.0619397993311037,0.32,8.695652173913043,0-5 (Slight),#F1C40F,7.573431,51.968871
4516101,11,828,3.101183574879227,2.37,13.405797101449277,0-5 (Slight),#F1C40F,7.579984,51.967464
4516101,5,1158,2.736174438687392,1.98,13.385146804835923,0-5 (Slight),#F1C40F,7.579984,51.967464
4516101,E5,14,2.7800000000000002,2.4050000000000002,14.285714285714285,0-5 (Slight),#F1C40F,7.579984,51.967464
4516101,E80,11,1.9081818181818184,2.17,0.0,0-5 (Slight),#F1C40F,7.579984,51.967464
4516101,N80,162,2.7435185185185182,2.32,9.876543209876543,0-5 (Slight),#F1C40F,7.579984,51.967464
4517101,11,1250,1.3106799999999998,0.23,10.0,0-5 (Slight),#F1C40F,7.560465,51.973127
4517101,12,15,2.4673333333333334,2.48,20.0,0-5 (Slight),#F1C40F,7.560465,51.973127
4517101,E80,2,3.2,3.2,0.0,0-5 (Slight),#F1C40F,7.560465,51.973127
4517101,N80,98,2.6416326530612246,2.33,8.16326530612245,0-5 (Slight),#F1C40F,7.560465,51.973127
4518101,11,973,2.717954779033916,1.32,10.894141829393627,0-5 (Slight),#F1C40F,7.590389,51.965359
4518101,5,706,2.99800283286119,2.24,11.756373937677052,0-5 (Slight),#F1C40F,7.590389,51.965359
4518101,E5,13,3.8376923076923077,3.98,23.076923076923077,0-5 (Slight),#F1C40F,7.590389,51.965359
4518101,E80,6,0.9583333333333334,1.0,0.0,0-5 (Slight),#F1C40F,7.590389,51.965359
4518101,N80,369,0.9080758807588075,0.08,2.9810298102981028,0-5 (Slight),#F1C40F,7.590389,51.965359
4519101,11,570,2.49940350877193,1.0,24.561403508771928,0-5 (Slight),#F1C40F,7.577671,51.970225
4520101,1,1486,2.0597779273216688,1.23,10.699865410497981,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,11,1488,2.466377688172043,1.45,11.559139784946236,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,12,32,2.4115625,2.04,15.625,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,2,984,2.2320934959349596,1.73,12.804878048780488,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,5,1292,2.7395278637770897,1.23,11.687306501547988,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,E11,36,4.721388888888889,4.45,41.66666666666667,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,E5,17,4.0200000000000005,2.32,47.05882352941176,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,E80,9,2.3355555555555556,3.05,0.0,0-5 (Slight),#F1C40F,7.600259,51.965036
4520101,N80,203,2.3267487684729065,1.5,10.83743842364532,0-5 (Slight),#F1C40F,7.600259,51.965036
4521101,1,686,2.8543002915451896,0.35,15.451895043731778,0-5 (Slight),#F1C40F,7.606044,51.966257
4521101,5,719,3.4735744089012517,2.92,15.577190542420027,0-5 (Slight),#F1C40F,7.606044,51.966257
4521101,E5,10,4.88,4.91,30.0,0-5 (Slight),#F1C40F,7.606044,51.966257
4524102,2,936,2.094380341880342,1.28,14.743589743589745,0-5 (Slight),#F1C40F,7.604123,51.950989
4525102,1,791,1.496068268015171,0.83,6.1946902654867255,0-5 (Slight),#F1C40F,7.581701,51.96045
4525102,12,24,2.5170833333333333,2.635,4.166666666666666,0-5 (Slight),#F1C40F,7.581701,51.96045
4526001,1,724,2.4300690607734805,1.3450000000000002,11.602209944751381,0-5 (Slight),#F1C40F,7.589182,51.961537
4526001,12,13,3.287692307692308,2.1,30.76923076923077,0-5 (Slight),#F1C40F,7.589182,51.961537
4527102,1,598,1.529247491638796,0.26,7.859531772575251,0-5 (Slight),#F1C40F,7.594452,51.961778
4527102,12,12,3.3141666666666665,1.24,8.333333333333332,0-5 (Slight),#F1C40F,7.594452,51.961778
4528101,E85,6,1.1933333333333334,1.2650000000000001,0.0,0-5 (Slight),#F1C40F,7.602048,51.967955
4528101,N85,249,2.0564257028112447,1.42,13.654618473895583,0-5 (Slight),#F1C40F,7.602048,51.967955
4529101,15,644,1.947080745341615,1.12,10.403726708074535,0-5 (Slight),#F1C40F,7.595289,52.000491
4529101,16,1127,1.6322715173025732,0.38,16.68145519077196,0-5 (Slight),#F1C40F,7.595289,52.000491
4529101,E81,5,2.23,0.35,40.0,0-5 (Slight),#F1C40F,7.595289,52.000491
4529101,N81,316,2.053544303797468,3.48,4.430379746835443,0-5 (Slight),#F1C40F,7.595289,52.000491
4530101,15,607,1.4042174629324546,0.3,7.907742998352553,0-5 (Slight),#F1C40F,7.598429,51.997961
4530101,16,242,2.871900826446281,2.75,13.223140495867769,0-5 (Slight),#F1C40F,7.598429,51.997961
4530101,E81,6,2.6366666666666667,1.17,33.33333333333333,0-5 (Slight),#F1C40F,7.598429,51.997961
4530101,N81,200,1.8112000000000001,1.12,9.5,0-5 (Slight),#F1C40F,7.598429,51.997961
4531001,15,4500,0.7610066666666667,0.0,7.355555555555555,0-5 (Slight),#F1C40F,7.590371,51.998806
4531001,16,4666,0.40777968281183025,0.0,5.486498071153021,0-5 (Slight),#F1C40F,7.590371,51.998806
4531001,E81,34,1.558235294117647,1.175,2.941176470588235,0-5 (Slight),#F1C40F,7.590371,51.998806
4531001,N81,732,0.9203688524590165,0.28,4.098360655737705,0-5 (Slight),#F1C40F,7.590371,51.998806
4532101,1,825,1.6530424242424242,1.23,7.878787878787878,0-5 (Slight),#F1C40F,7.597102,51.963481
4532101,12,13,4.340769230769231,3.72,15.384615384615385,0-5 (Slight),#F1C40F,7.597102,51.963481
4533101,9,546,2.686245421245421,2.17,15.018315018315018,0-5 (Slight),#F1C40F,7.595141,51.991449
4533101,N81,143,0.8262937062937062,0.18,4.195804195804196,0-5 (Slight),#F1C40F,7.595141,51.991449
4534101,9,705,2.282964539007092,1.55,14.042553191489363,0-5 (Slight),#F1C40F,7.594339,51.988857
4534101,N81,56,3.549285714285714,3.76,5.357142857142857,0-5 (Slight),#F1C40F,7.594339,51.988857
4535101,9,482,2.301908713692946,1.11,13.278008298755188,0-5 (Slight),#F1C40F,7.589737,51.987003
4536101,9,586,3.07481228668942,2.025,21.672354948805463,0-5 (Slight),#F1C40F,7.588992,51.984506
4537101,2,347,2.7555331412103747,2.42,18.155619596541786,0-5 (Slight),#F1C40F,7.594889,51.971738
4537101,E85,1,-0.53,-0.53,0.0,< 0 (Early/On-time),#2ECC71,7.594889,51.971738
4537101,N85,218,1.8985779816513761,1.17,3.211009174311927,0-5 (Slight),#F1C40F,7.594889,51.971738
4537501,2,680,2.266264705882353,1.32,12.941176470588237,0-5 (Slight),#F1C40F,7.597553,51.966693
4538001,2,860,2.4187558139534886,1.34,14.418604651162791,0-5 (Slight),#F1C40F,7.590874,51.973458
4538001,E85,2,2.55,2.55,0.0,0-5 (Slight),#F1C40F,7.590874,51.973458
4538001,N85,237,2.96662447257384,2.73,8.438818565400844,0-5 (Slight),#F1C40F,7.590874,51.973458
4538501,2,2151,1.3966387726638774,0.35,8.321710832171084,0-5 (Slight),#F1C40F,7.585551,51.975923
4538501,E85,12,1.3675,1.1949999999999998,0.0,0-5 (Slight),#F1C40F,7.585551,51.975923
4538501,N85,413,2.1953026634382566,1.97,13.559322033898304,0-5 (Slight),#F1C40F,7.585551,51.975923
4539101,E85,3,0.3433333333333333,0.33,0.0,0-5 (Slight),#F1C40F,7.610797,51.970627
4539101,N85,345,0.9309275362318841,0.15,10.144927536231885,0-5 (Slight),#F1C40F,7.610797,51.970627
4542101,15,602,1.9301993355481728,0.4,15.11627906976744,0-5 (Slight),#F1C40F,7.612989,51.995615
4542101,6,25,2.9844,1.32,36.0,0-5 (Slight),#F1C40F,7.612989,51.995615
4542101,8,12,4.795,6.395,58.333333333333336,0-5 (Slight),#F1C40F,7.612989,51.995615
4542101,E81,4,1.6600000000000001,1.855,0.0,0-5 (Slight),#F1C40F,7.612989,51.995615
4542101,N81,171,1.1789473684210525,0.22,5.847953216374268,0-5 (Slight),#F1C40F,7.612989,51.995615
4543001,15,280,2.8801785714285715,3.15,10.0,0-5 (Slight),#F1C40F,7.611077,51.993644
4543001,17,652,1.9695705521472393,1.75,5.214723926380368,0-5 (Slight),#F1C40F,7.611077,51.993644
4543001,19,306,3.4376470588235297,3.675,12.091503267973856,0-5 (Slight),#F1C40F,7.611077,51.993644
4543001,6,6,8.156666666666666,5.86,50.0,5-10 (Moderate),#E67E22,7.611077,51.993644
4543001,8,1,7.1,7.1,100.0,5-10 (Moderate),#E67E22,7.611077,51.993644
4543001,E81,6,1.8766666666666667,0.28,33.33333333333333,0-5 (Slight),#F1C40F,7.611077,51.993644
4543001,N81,287,0.30006968641114984,0.13,2.0905923344947737,0-5 (Slight),#F1C40F,7.611077,51.993644
4544101,15,990,2.2925050505050506,1.7,11.818181818181818,0-5 (Slight),#F1C40F,7.611501,51.987882
4544101,16,740,1.5820675675675675,0.48,6.486486486486487,0-5 (Slight),#F1C40F,7.611501,51.987882
4544101,E81,5,2.9360000000000004,1.83,20.0,0-5 (Slight),#F1C40F,7.611501,51.987882
4544101,N81,384,1.382109375,1.07,8.333333333333332,0-5 (Slight),#F1C40F,7.611501,51.987882
4545101,15,1090,2.147651376146789,1.0750000000000002,15.412844036697248,0-5 (Slight),#F1C40F,7.611887,51.982754
4545101,16,1148,1.7260104529616724,1.12,9.75609756097561,0-5 (Slight),#F1C40F,7.611887,51.982754
4545101,E81,4,2.92,2.8899999999999997,0.0,0-5 (Slight),#F1C40F,7.611887,51.982754
4545101,N81,179,2.4198324022346367,2.8,3.35195530726257,0-5 (Slight),#F1C40F,7.611887,51.982754
4547101,15,396,2.578712121212121,2.705,13.88888888888889,0-5 (Slight),#F1C40F,7.612148,51.979501
4547101,16,531,1.9251224105461393,2.02,9.792843691148775,0-5 (Slight),#F1C40F,7.612148,51.979501
4547101,E81,2,3.9050000000000002,3.9050000000000002,0.0,0-5 (Slight),#F1C40F,7.612148,51.979501
4547101,N81,111,1.8558558558558558,2.92,1.8018018018018018,0-5 (Slight),#F1C40F,7.612148,51.979501
4548101,15,584,2.835479452054795,1.87,8.21917808219178,0-5 (Slight),#F1C40F,7.61234,51.977124
4548101,16,524,2.49837786259542,1.79,8.778625954198473,0-5 (Slight),#F1C40F,7.61234,51.977124
4548101,E81,8,1.19625,0.1,12.5,0-5 (Slight),#F1C40F,7.61234,51.977124
4548101,N81,272,1.3104411764705883,1.375,2.5735294117647056,0-5 (Slight),#F1C40F,7.61234,51.977124
4549101,11,1362,2.270712187958884,1.27,12.62848751835536,0-5 (Slight),#F1C40F,7.602662,51.960929
4549101,12,17,4.097058823529412,1.67,35.294117647058826,0-5 (Slight),#F1C40F,7.602662,51.960929
4549101,2,667,3.3217091454272865,2.88,13.043478260869565,0-5 (Slight),#F1C40F,7.602662,51.960929
4549101,E11,29,1.946206896551724,1.52,10.344827586206897,0-5 (Slight),#F1C40F,7.602662,51.960929
4549101,E80,9,-0.057777777777777733,-0.67,0.0,< 0 (Early/On-time),#2ECC71,7.602662,51.960929
4549101,N80,303,1.4831353135313532,1.5,1.3201320132013201,0-5 (Slight),#F1C40F,7.602662,51.960929
4550001,16,918,1.3589433551198258,0.88,8.387799564270153,0-5 (Slight),#F1C40F,7.599028,51.992399
4550001,9,508,3.177185039370079,2.635,16.535433070866144,0-5 (Slight),#F1C40F,7.599028,51.992399
4550001,N81,144,1.2814583333333334,1.12,3.4722222222222223,0-5 (Slight),#F1C40F,7.599028,51.992399
4551101,9,352,3.6064488636363636,3.5,15.909090909090908,0-5 (Slight),#F1C40F,7.594526,51.980707
4552101,9,794,2.850214105793451,1.22,17.758186397984886,0-5 (Slight),#F1C40F,7.603562,51.975328
4553101,9,802,2.6876184538653365,2.13,13.341645885286782,0-5 (Slight),#F1C40F,7.607501,51.973997
4553101,E85,7,2.062857142857143,2.15,0.0,0-5 (Slight),#F1C40F,7.607501,51.973997
4553101,N85,546,2.5732600732600734,2.27,6.7765567765567765,0-5 (Slight),#F1C40F,7.607501,51.973997
4554101,2,3209,1.4432253038329699,0.67,11.810532876285446,0-5 (Slight),#F1C40F,7.600781,51.977051
4554101,9,670,3.288014925373134,2.65,20.0,0-5 (Slight),#F1C40F,7.600781,51.977051
4555102,16,614,1.2424429967426711,0.35,7.0032573289902285,0-5 (Slight),#F1C40F,7.602293,51.989992
4555102,N81,179,1.0804469273743018,-0.15,3.35195530726257,0-5 (Slight),#F1C40F,7.602293,51.989992
4556102,16,314,2.737324840764331,2.57,14.968152866242038,0-5 (Slight),#F1C40F,7.607379,51.989428
4556102,N81,225,1.424088888888889,1.72,2.666666666666667,0-5 (Slight),#F1C40F,7.607379,51.989428
4561101,17,847,1.5764344746162928,1.1,6.729634002361275,0-5 (Slight),#F1C40F,7.620269,51.984382
4562101,17,270,1.9414444444444448,1.7,4.444444444444445,0-5 (Slight),#F1C40F,7.621475,51.987555
4564101,17,417,1.5788729016786571,0.28,8.872901678657074,0-5 (Slight),#F1C40F,7.6173,51.99091
4565101,11,607,2.552932454695222,1.25,21.911037891268535,0-5 (Slight),#F1C40F,7.565786,51.965483
4565101,12,12,2.419166666666667,1.715,8.333333333333332,0-5 (Slight),#F1C40F,7.565786,51.965483
4565101,E80,6,-0.06333333333333332,0.024999999999999994,0.0,< 0 (Early/On-time),#2ECC71,7.565786,51.965483
4565101,Hä+G,18,2.5294444444444446,2.035,11.11111111111111,0-5 (Slight),#F1C40F,7.565786,51.965483
4565101,N80,204,1.4062254901960785,1.04,4.901960784313726,0-5 (Slight),#F1C40F,7.565786,51.965483
4566101,11,1483,1.2536480107889414,0.68,6.608226567768037,0-5 (Slight),#F1C40F,7.567053,51.961655
4566101,12,21,3.4147619047619053,3.03,14.285714285714285,0-5 (Slight),#F1C40F,7.567053,51.961655
4566101,E80,4,0.5375,-0.5900000000000001,0.0,0-5 (Slight),#F1C40F,7.567053,51.961655
4566101,N80,123,2.2401626016260163,2.13,4.878048780487805,0-5 (Slight),#F1C40F,7.567053,51.961655
4567001,11,786,2.526412213740458,2.08,8.269720101781171,0-5 (Slight),#F1C40F,7.569619,51.959607
4567001,12,16,3.6175,1.9899999999999998,12.5,0-5 (Slight),#F1C40F,7.569619,51.959607
